Algorithm: Kruskal's MST
2787 40346 1
2789 4317 1
2808 5877 1
2813 16678 1
2824 10747 1
2848 9174 1
2877 18439 1
2883 5211 1
2901 7929 1
2909 10371 1
2929 19837 1
2970 40243 1
2989 3730 1
3053 4815 1
3066 38131 1
3123 9541 1
3142 39706 1
3160 12095 1
3163 5038 1
3192 6076 1
3198 11153 1
3207 31482 1
3212 14581 1
3216 6742 1
3277 19893 1
3289 49108 1
3304 33786 1
3313 6065 1
3357 7071 1
3372 21900 1
3395 47877 1
3417 16465 1
3430 4250 1
3458 24642 1
3467 32460 1
3487 10778 1
3494 30154 1
3501 5215 1
3542 35197 1
3550 49739 1
3555 5318 1
3559 46301 1
3563 32317 1
3565 12128 1
3575 13503 1
3596 41917 1
3612 29830 1
3614 33799 1
3615 8657 1
3676 18553 1
3696 38684 1
3719 14742 1
3732 27778 1
3815 20048 1
3823 15958 1
3826 30919 1
3829 7818 1
3850 34253 1
3866 10261 1
3868 44242 1
3903 5081 1
3937 35189 1
3946 5020 1
3960 14595 1
3975 35253 1
3983 5365 1
3992 34081 1
3994 10174 1
4012 24663 1
4030 31153 1
4051 15197 1
4053 23309 1
4060 48175 1
4071 27144 1
4072 18447 1
4090 5442 1
4103 31463 1
4154 34404 1
4198 49381 1
4226 48326 1
4256 29820 1
4266 7873 1
4327 5414 1
4332 47549 1
4359 46938 1
4470 14246 1
4495 17701 1
4528 31849 1
4530 33561 1
4552 25462 1
4563 9939 1
4569 19210 1
4589 27098 1
4634 8915 1
4638 5337 1
4639 36293 1
4747 42530 1
4748 27288 1
4753 9059 1
4815 8781 1
4825 44128 1
4835 13666 1
4903 11803 1
4954 32632 1
4960 23962 1
4978 9698 1
4978 11175 1
5029 29305 1
5045 15979 1
5050 41120 1
5054 8810 1
5078 10162 1
5078 33501 1
5092 12884 1
5193 37125 1
5205 25051 1
5231 14360 1
5231 18797 1
5238 30968 1
5245 6891 1
5268 23034 1
5300 26483 1
5314 16425 1
5322 38932 1
5347 14957 1
5387 10839 1
5449 39200 1
5464 10314 1
5486 12944 1
5535 6881 1
5550 8464 1
5553 5694 1
5582 43799 1
5588 5885 1
5644 6119 1
5691 13929 1
5692 41812 1
5696 23907 1
5749 42813 1
5767 14057 1
5820 20441 1
5848 33852 1
5885 36841 1
5892 28960 1
5905 18231 1
5906 22829 1
5907 32381 1
5938 43725 1
5987 8476 1
6008 19402 1
6024 9021 1
6046 18884 1
6055 22945 1
6061 15243 1
6180 30276 1
6231 23740 1
6246 17869 1
6261 17510 1
6288 14910 1
6319 30067 1
6358 13801 1
6382 18776 1
6409 32090 1
6424 29321 1
6435 19991 1
6437 18058 1
6458 43247 1
6487 36870 1
6505 13326 1
6529 7532 1
6536 8188 1
6540 24723 1
6551 17767 1
6570 23282 1
6603 18165 1
6677 30112 1
6682 19402 1
6700 22425 1
6749 11840 1
6763 21715 1
6809 24186 1
6822 15540 1
6851 32935 1
6857 41186 1
6887 18331 1
6940 29449 1
7051 35868 1
7057 25267 1
7065 22559 1
7081 19597 1
7095 41016 1
7108 15555 1
7114 43261 1
7136 26080 1
7166 25813 1
7218 24101 1
7244 27581 1
7366 12192 1
7372 13971 1
7413 40855 1
7428 27330 1
7457 34212 1
7465 48022 1
7470 46013 1
7472 8452 1
7508 28920 1
7551 22145 1
7610 7652 1
7641 39801 1
7652 20607 1
7680 37178 1
7690 11519 1
7724 8503 1
7737 33698 1
7746 39443 1
7794 24390 1
7823 35481 1
7872 13658 1
7906 9655 1
7910 13872 1
7923 35228 1
8026 21170 1
8040 13771 1
8054 18136 1
8161 14143 1
8168 25386 1
8188 36667 1
8193 19967 1
8295 9278 1
8318 26108 1
8332 10107 1
8339 44364 1
8339 47171 1
8344 24249 1
8353 28353 1
8361 24788 1
8363 44506 1
8407 33891 1
8416 47206 1
8466 26574 1
8469 45160 1
8485 26560 1
8489 27467 1
8546 35011 1
8555 34745 1
8630 22076 1
8657 26966 1
8705 43665 1
8790 20209 1
8807 29297 1
8852 21741 1
8876 27091 1
8903 17250 1
8914 46379 1
8948 13562 1
8955 26547 1
8978 36379 1
8992 34975 1
8993 17052 1
9011 12223 1
9022 13410 1
9095 43537 1
9149 37630 1
9237 11963 1
9292 19486 1
9316 40537 1
9334 34032 1
9352 27252 1
9517 35457 1
9522 21236 1
9592 27603 1
9597 24695 1
9624 19845 1
9644 16139 1
9646 26264 1
9704 20242 1
9730 41257 1
9765 14814 1
9791 30692 1
9882 11143 1
9940 12777 1
9980 42112 1
10014 46541 1
10042 19151 1
10057 20822 1
10072 29988 1
10110 18394 1
10117 12545 1
10141 16347 1
10151 11263 1
10281 25320 1
10305 37991 1
10319 24166 1
10321 22190 1
10363 49330 1
10399 33776 1
10516 20562 1
10558 15759 1
10580 26729 1
10642 31295 1
10647 36047 1
10674 28889 1
10698 21502 1
10699 48784 1
10703 39334 1
10728 41079 1
10772 33430 1
10863 26301 1
10866 44504 1
10922 24679 1
10930 42524 1
10968 15630 1
10970 18437 1
11019 37076 1
11039 15787 1
11091 14393 1
11105 27853 1
11113 24083 1
11177 15377 1
11187 27175 1
11196 27985 1
11199 11291 1
11210 16786 1
11239 15146 1
11293 12362 1
11351 20441 1
11425 12908 1
11512 31415 1
11521 36450 1
11564 21333 1
11590 32231 1
11630 44215 1
11632 17201 1
11650 15089 1
11652 29934 1
11657 35629 1
11697 27874 1
11742 36786 1
11762 18182 1
11762 41182 1
11839 16031 1
11896 23822 1
11915 28825 1
11926 48335 1
11945 18414 1
11990 44263 1
12046 42039 1
12064 16080 1
12105 18151 1
12105 29156 1
12132 39094 1
12178 36738 1
12185 32329 1
12291 19078 1
12300 21943 1
12350 38150 1
12363 22956 1
12391 15957 1
12419 27981 1
12455 15605 1
12502 26075 1
12517 32939 1
12580 22625 1
12603 42744 1
12691 15255 1
12764 47748 1
12811 30189 1
12816 39718 1
12830 19096 1
12933 19173 1
12936 17247 1
13007 14285 1
13074 43068 1
13118 21064 1
13130 42176 1
13165 17323 1
13201 24100 1
13243 23810 1
13279 35640 1
13285 27797 1
13303 14628 1
13311 22372 1
13318 47642 1
13336 13894 1
13421 34131 1
13431 20015 1
13443 39744 1
13472 48201 1
13487 44906 1
13495 18728 1
13585 39095 1
13612 46915 1
13676 22759 1
13691 23098 1
13732 17518 1
13734 31939 1
13757 43352 1
13789 31143 1
13814 48713 1
13886 16726 1
13910 16125 1
13917 38506 1
13950 49299 1
14028 49592 1
14057 27893 1
14076 27565 1
14138 21836 1
14144 36531 1
14234 32137 1
14259 19380 1
14271 19857 1
14299 42965 1
14366 27015 1
14385 22116 1
14467 42553 1
14494 31101 1
14503 17896 1
14564 25312 1
14607 20974 1
14609 15920 1
14618 29030 1
14628 17297 1
14632 37053 1
14776 17449 1
14914 15073 1
14916 30057 1
14959 38469 1
14977 35652 1
14980 20063 1
15026 27641 1
15142 18650 1
15178 22369 1
15187 24046 1
15209 29217 1
15212 37116 1
15282 28559 1
15322 30860 1
15328 32830 1
15373 20266 1
15380 32602 1
15424 46806 1
15440 18286 1
15441 28837 1
15464 16001 1
15465 24144 1
15595 31193 1
15598 45151 1
15630 26170 1
15706 47555 1
15716 46176 1
15717 34784 1
15810 31678 1
15841 29275 1
15868 34992 1
15922 43975 1
15995 45503 1
16037 26983 1
16067 22170 1
16072 24349 1
16091 23559 1
16130 28382 1
16266 35798 1
16278 31634 1
16299 22506 1
16299 24007 1
16383 29662 1
16552 28035 1
16553 31365 1
16555 23944 1
16601 45151 1
16643 23534 1
16695 28500 1
16763 49218 1
16803 31991 1
16839 39068 1
16879 19699 1
16932 41146 1
16942 22481 1
16964 46379 1
17022 48175 1
17154 45353 1
17160 31836 1
17281 17894 1
17288 21597 1
17306 25202 1
17308 21886 1
17323 28109 1
17347 22184 1
17610 37305 1
17699 24143 1
17735 37613 1
17797 30461 1
17987 18326 1
17991 48779 1
18031 20156 1
18118 46416 1
18124 27901 1
18270 43627 1
18275 24829 1
18291 22708 1
18313 37515 1
18345 34502 1
18391 28653 1
18414 20267 1
18428 26804 1
18458 39160 1
18482 35079 1
18493 42331 1
18546 22681 1
18556 37460 1
18557 36778 1
18609 42472 1
18702 30958 1
18779 44250 1
18786 25602 1
18878 27738 1
18885 43526 1
18889 48860 1
18906 33561 1
18931 21588 1
19016 21388 1
19045 31048 1
19059 43531 1
19060 24224 1
19124 26020 1
19154 27212 1
19173 46327 1
19190 47221 1
19289 35570 1
19317 30641 1
19411 27249 1
19459 34408 1
19493 22469 1
19493 25399 1
19555 27739 1
19583 20251 1
19708 43940 1
19760 45122 1
19783 29988 1
19816 27451 1
19825 21080 1
19962 34687 1
20008 44395 1
20036 41802 1
20055 43730 1
20073 33157 1
20132 25423 1
20172 20872 1
20225 45014 1
20225 46481 1
20254 22168 1
20415 24827 1
20450 33597 1
20522 48102 1
20588 23299 1
20602 33359 1
20615 23847 1
20619 48812 1
20690 22754 1
20746 48793 1
20759 27960 1
20824 40930 1
20831 31671 1
20890 22626 1
20899 45333 1
20930 25501 1
20933 31203 1
21007 23274 1
21044 21644 1
21102 44563 1
21215 44293 1
21228 28429 1
21250 35007 1
21261 25333 1
21307 26456 1
21372 47786 1
21373 24660 1
21402 27011 1
21418 25049 1
21500 27937 1
21618 48519 1
21745 38106 1
21758 27064 1
21831 38196 1
21883 43941 1
21917 28491 1
21970 24363 1
21977 41348 1
21977 42212 1
22031 29712 1
22074 44211 1
22150 28941 1
22181 37909 1
22185 41679 1
22215 28981 1
22240 29860 1
22282 24923 1
22339 43622 1
22443 42274 1
22458 39340 1
22507 27044 1
22609 35840 1
22756 43581 1
22765 33603 1
22769 42569 1
22899 25435 1
23028 35494 1
23137 31249 1
23171 34453 1
23183 32994 1
23212 37239 1
23214 25115 1
23222 43845 1
23227 43313 1
23263 47845 1
23272 33616 1
23297 41446 1
23325 24066 1
23330 39847 1
23472 37873 1
23510 29288 1
23574 30517 1
23651 36864 1
23792 31663 1
23797 48588 1
23828 25738 1
23925 35780 1
24087 33572 1
24143 28830 1
24234 27829 1
24414 28330 1
24461 44457 1
24489 33682 1
24562 42547 1
24632 27461 1
24682 32136 1
24717 31584 1
24780 36204 1
24781 26083 1
24808 33239 1
24814 49101 1
24832 47234 1
24856 25281 1
24859 46697 1
24914 33855 1
24946 46223 1
24977 33513 1
25020 36878 1
25032 30846 1
25033 48431 1
25077 39188 1
25082 43857 1
25106 29425 1
25136 25258 1
25141 38201 1
25145 41157 1
25167 40696 1
25174 33354 1
25227 26620 1
25243 44793 1
25247 49080 1
25384 33012 1
25448 47485 1
25452 33903 1
25534 28703 1
25595 46449 1
25598 25736 1
25664 41058 1
25689 48986 1
25754 29068 1
25995 43926 1
26120 41846 1
26322 30303 1
26339 32603 1
26443 30066 1
26492 45124 1
26534 27295 1
26743 44551 1
26755 41015 1
26838 38910 1
26886 46304 1
26906 38256 1
27099 28160 1
27239 30582 1
27242 38303 1
27338 44305 1
27380 49508 1
27428 32658 1
27559 39321 1
27641 33168 1
27712 32352 1
27752 35584 1
28038 43925 1
28124 30350 1
28128 41535 1
28187 47032 1
28268 28536 1
28315 46779 1
28353 28590 1
28574 35107 1
28578 42468 1
28779 45274 1
28818 42835 1
28825 41637 1
29062 38397 1
29201 31093 1
29318 47864 1
29329 30131 1
29479 34330 1
29620 46464 1
29628 49023 1
29658 45237 1
29668 44245 1
29681 44999 1
29723 32573 1
29884 46330 1
29925 39144 1
30007 37807 1
30240 30387 1
30489 31861 1
30530 35478 1
30568 33089 1
30744 39200 1
30860 33018 1
31024 48449 1
31042 36535 1
31285 39250 1
31286 44569 1
31340 44650 1
31456 44282 1
31465 35390 1
31490 38749 1
31669 48606 1
31673 44810 1
31692 48044 1
31747 40593 1
31783 37888 1
31801 33503 1
31803 36143 1
31815 35056 1
32007 32973 1
32079 35600 1
32139 41743 1
32223 39902 1
32416 34737 1
32427 49095 1
32438 45952 1
32448 48235 1
32458 35503 1
32497 41479 1
32503 49197 1
32779 48177 1
32784 45533 1
32800 34714 1
32856 36955 1
33075 38410 1
33102 35212 1
33125 38315 1
33164 36781 1
33232 45469 1
33438 36268 1
33705 46665 1
33727 48298 1
33965 39222 1
34094 40638 1
34123 47046 1
34435 34598 1
34583 46847 1
34763 41579 1
35083 36607 1
35379 45814 1
35381 39586 1
35439 46705 1
35716 40758 1
35737 35919 1
35768 49057 1
36061 39015 1
36100 47703 1
36117 49977 1
36146 44472 1
36227 44028 1
36411 47901 1
36468 46315 1
36874 41745 1
36883 49973 1
36971 43580 1
37011 48529 1
37240 49156 1
37410 46878 1
37474 44489 1
37589 39155 1
37626 40656 1
37820 40626 1
37890 46616 1
37961 47039 1
37993 38500 1
38020 38270 1
38123 47210 1
38129 49809 1
38204 47379 1
38333 46475 1
38345 43956 1
38472 45512 1
38917 42491 1
38927 46285 1
39056 49717 1
39091 41331 1
39291 40823 1
39344 45922 1
39399 46257 1
39407 43134 1
39503 40462 1
39746 45364 1
39833 44125 1
40112 43201 1
40260 44495 1
40265 41784 1
40368 41222 1
40449 43904 1
40828 41558 1
40873 49941 1
40916 44645 1
40928 40958 1
41169 48472 1
41563 47706 1
41654 49394 1
41671 45577 1
41781 49826 1
42114 42696 1
42114 49692 1
42306 42828 1
42389 45741 1
42718 43315 1
42909 49874 1
42987 48511 1
43056 47088 1
43577 46930 1
43601 43653 1
44243 48300 1
44280 44423 1
45870 46784 1
4 332 2
13 64 2
52 1648 2
56 84 2
56 1101 2
75 2184 2
105 42442 2
113 2218 2
122 3732 2
123 43119 2
170 9455 2
173 6432 2
191 2299 2
208 17644 2
210 1493 2
219 286 2
245 35773 2
253 11882 2
274 22872 2
275 43376 2
278 5887 2
283 1195 2
295 1401 2
295 14311 2
303 3216 2
324 14854 2
327 6713 2
332 2306 2
349 717 2
362 40918 2
374 681 2
378 409 2
394 39349 2
434 13026 2
459 2292 2
479 10999 2
526 617 2
568 14682 2
593 896 2
601 26386 2
627 16049 2
645 1749 2
645 37973 2
665 8198 2
670 21396 2
676 18043 2
709 4080 2
765 18858 2
769 48491 2
771 880 2
785 27665 2
787 4683 2
822 30403 2
857 7680 2
877 9043 2
930 2391 2
969 26525 2
974 26445 2
989 18448 2
990 1630 2
1013 8525 2
1039 5033 2
1050 5812 2
1088 6083 2
1092 3595 2
1114 12839 2
1133 32874 2
1154 5797 2
1184 1545 2
1212 33940 2
1218 36113 2
1266 3205 2
1311 44424 2
1319 2040 2
1346 6930 2
1352 3344 2
1354 15477 2
1373 3742 2
1375 4562 2
1413 12181 2
1500 33321 2
1530 2935 2
1620 9946 2
1630 20253 2
1643 46270 2
1699 24348 2
1746 28693 2
1751 11575 2
1761 20071 2
1767 7374 2
1775 3039 2
1792 43127 2
1806 6199 2
1817 4710 2
1830 5499 2
1861 2381 2
1900 18470 2
1941 25746 2
1956 12344 2
1967 12657 2
2002 15519 2
2016 45855 2
2107 18006 2
2119 3068 2
2139 17008 2
2150 11105 2
2157 8313 2
2161 5275 2
2197 8204 2
2213 31877 2
2222 46783 2
2250 41469 2
2281 13709 2
2331 7075 2
2350 14479 2
2366 4762 2
2455 11100 2
2459 39117 2
2470 6722 2
2483 4298 2
2494 4490 2
2508 4655 2
2525 42117 2
2547 18405 2
2592 11688 2
2635 26856 2
2674 42343 2
2685 5204 2
2685 22139 2
2711 9020 2
2737 39041 2
2811 8307 2
2815 43032 2
2820 14934 2
2828 26770 2
2864 3234 2
2892 3870 2
2912 20949 2
2914 34333 2
2930 42600 2
2940 32741 2
2946 6884 2
2954 13246 2
2955 4892 2
2978 10285 2
2982 6146 2
2983 29047 2
3000 30500 2
3036 38599 2
3037 15901 2
3044 21528 2
3051 3198 2
3093 10558 2
3116 40185 2
3197 5347 2
3198 38207 2
3216 5474 2
3227 9240 2
3250 45207 2
3270 35958 2
3303 6184 2
3409 9362 2
3411 4013 2
3444 39819 2
3530 6849 2
3545 4004 2
3547 18848 2
3558 15419 2
3566 23489 2
3571 15470 2
3619 9984 2
3640 39482 2
3654 25516 2
3677 39021 2
3707 4489 2
3753 41309 2
3802 45000 2
3807 9694 2
3808 4755 2
3835 7997 2
3841 46650 2
3852 14628 2
3869 30295 2
3888 14603 2
3903 7366 2
3962 17399 2
3976 6316 2
3990 21737 2
4002 44154 2
4008 37930 2
4015 28931 2
4068 12641 2
4071 6391 2
4082 15458 2
4087 5140 2
4100 11647 2
4109 8738 2
4127 10000 2
4166 7669 2
4184 35602 2
4215 44504 2
4220 20545 2
4234 19920 2
4248 8315 2
4249 38428 2
4273 20712 2
4361 12586 2
4363 7115 2
4367 13619 2
4374 27488 2
4409 27721 2
4419 10050 2
4487 26113 2
4488 28836 2
4513 4540 2
4521 6277 2
4550 32659 2
4555 9277 2
4594 5760 2
4598 7614 2
4631 28899 2
4635 33636 2
4650 16988 2
4686 37931 2
4709 4845 2
4709 29198 2
4808 49194 2
4832 20978 2
4872 9037 2
4897 20927 2
4908 44141 2
4918 17599 2
4928 13904 2
4932 42338 2
4934 22644 2
4942 6748 2
4953 31443 2
4954 11280 2
4992 18533 2
4994 20748 2
5019 5618 2
5038 22758 2
5040 12864 2
5060 10151 2
5075 24669 2
5101 22643 2
5109 25901 2
5138 9795 2
5183 25065 2
5187 5543 2
5198 12161 2
5212 10567 2
5220 44998 2
5230 18966 2
5261 10847 2
5264 6388 2
5265 33741 2
5305 27963 2
5305 37572 2
5312 18059 2
5344 35953 2
5397 46535 2
5497 35366 2
5541 12624 2
5542 48713 2
5564 13599 2
5611 41103 2
5616 12896 2
5663 15880 2
5677 41775 2
5685 33353 2
5725 13095 2
5727 5980 2
5754 37074 2
5754 41854 2
5768 16244 2
5779 45812 2
5794 18009 2
5827 28239 2
5834 35124 2
5848 26985 2
5861 9893 2
5946 21253 2
5961 21150 2
6048 24939 2
6059 24931 2
6063 27825 2
6118 12501 2
6138 29064 2
6201 11330 2
6238 8919 2
6299 43555 2
6317 47897 2
6330 9710 2
6353 11547 2
6357 13151 2
6365 13262 2
6391 9612 2
6404 44269 2
6409 22723 2
6436 17735 2
6509 11002 2
6509 14431 2
6528 9328 2
6567 35926 2
6574 47211 2
6578 18310 2
6633 14897 2
6664 7594 2
6677 9518 2
6689 21302 2
6700 34824 2
6748 19282 2
6783 15864 2
6801 36573 2
6806 14069 2
6845 17720 2
6847 37097 2
6861 40020 2
6902 17359 2
6937 49925 2
6943 41938 2
6959 48385 2
6961 14476 2
6962 38518 2
6978 14608 2
7007 9375 2
7015 21128 2
7028 34065 2
7049 39237 2
7060 29573 2
7109 49870 2
7117 16896 2
7117 38122 2
7149 34936 2
7150 35708 2
7194 11471 2
7249 11480 2
7265 27244 2
7297 8163 2
7302 31918 2
7335 22890 2
7356 17810 2
7375 16508 2
7405 37678 2
7410 46637 2
7422 40722 2
7439 26836 2
7476 14733 2
7479 25821 2
7487 48509 2
7508 33716 2
7531 39263 2
7548 24871 2
7550 11292 2
7579 27438 2
7587 36618 2
7622 32245 2
7637 27966 2
7649 49040 2
7651 14135 2
7707 48695 2
7727 16685 2
7768 28670 2
7799 49250 2
7828 27116 2
7846 15224 2
7852 22824 2
7853 29963 2
7889 25127 2
7897 12381 2
7993 21867 2
8017 40884 2
8022 13966 2
8038 34851 2
8049 25346 2
8053 32681 2
8068 13244 2
8072 45455 2
8099 41297 2
8104 8711 2
8222 14967 2
8226 27068 2
8232 41215 2
8239 11452 2
8284 17853 2
8335 11673 2
8360 21021 2
8374 30973 2
8382 48353 2
8408 29529 2
8417 46052 2
8536 15512 2
8593 20905 2
8599 48348 2
8604 39614 2
8647 18036 2
8661 11195 2
8721 21010 2
8729 33494 2
8775 9827 2
8797 15804 2
8806 10791 2
8809 25610 2
8833 18137 2
8859 10757 2
8863 13627 2
8863 14526 2
8863 28575 2
8866 41331 2
8916 33387 2
9029 34721 2
9055 23156 2
9083 14454 2
9088 28688 2
9121 14080 2
9126 18810 2
9126 39038 2
9227 49300 2
9308 26153 2
9315 17057 2
9336 44394 2
9347 28762 2
9359 14629 2
9405 38979 2
9431 28747 2
9442 35407 2
9506 12373 2
9509 30048 2
9532 15294 2
9574 15871 2
9598 18667 2
9598 37947 2
9602 15626 2
9669 37766 2
9673 45490 2
9703 24668 2
9789 35812 2
9881 39123 2
9981 12677 2
10037 18888 2
10051 37169 2
10130 28662 2
10132 23454 2
10146 37685 2
10290 46418 2
10298 28502 2
10318 44115 2
10330 19629 2
10357 37275 2
10369 26981 2
10373 36140 2
10475 16702 2
10489 17790 2
10519 39579 2
10520 37958 2
10577 35636 2
10588 27046 2
10677 42025 2
10701 17003 2
10702 11495 2
10703 49340 2
10723 14758 2
10734 24726 2
10749 22737 2
10754 43244 2
10761 25722 2
10768 41166 2
10776 25331 2
10781 39881 2
10879 11891 2
10919 15302 2
10945 44296 2
10983 43099 2
11061 49026 2
11156 40122 2
11216 15261 2
11231 25793 2
11358 27569 2
11379 11560 2
11393 14047 2
11441 22649 2
11464 45276 2
11474 12812 2
11505 41255 2
11588 12606 2
11597 47711 2
11619 36314 2
11659 41945 2
11705 21053 2
11726 45737 2
11742 20745 2
11746 18129 2
11779 15016 2
11875 48799 2
11939 13770 2
11966 17819 2
11967 27180 2
11985 27154 2
12102 14159 2
12163 12214 2
12214 36105 2
12235 46731 2
12248 21004 2
12261 24857 2
12296 48860 2
12346 26306 2
12361 19621 2
12398 35253 2
12426 31533 2
12487 21168 2
12636 18048 2
12655 49912 2
12657 45629 2
12675 39213 2
12712 13403 2
12714 16617 2
12754 48312 2
12799 29100 2
12812 44591 2
12827 29122 2
12870 42674 2
12875 22695 2
13012 40992 2
13022 49725 2
13065 32427 2
13085 38507 2
13110 47929 2
13125 31713 2
13187 23538 2
13212 47792 2
13219 32772 2
13270 21180 2
13310 43392 2
13317 40250 2
13319 34223 2
13335 43559 2
13350 34791 2
13367 18773 2
13382 37130 2
13419 22819 2
13435 36214 2
13441 15979 2
13465 23795 2
13522 14179 2
13528 34922 2
13551 24272 2
13561 32288 2
13607 48360 2
13616 27412 2
13749 26956 2
13794 35262 2
13857 36969 2
13941 22325 2
13980 34406 2
14002 44806 2
14003 32909 2
14066 33679 2
14072 43328 2
14142 49126 2
14156 19539 2
14208 22901 2
14215 36089 2
14254 44179 2
14363 23503 2
14502 15380 2
14515 17193 2
14578 15655 2
14588 47202 2
14593 20889 2
14740 35976 2
14821 44612 2
14839 21821 2
14840 15915 2
14866 25657 2
14918 31615 2
14922 30669 2
15041 34513 2
15079 39659 2
15081 49837 2
15084 37931 2
15110 42516 2
15323 42640 2
15327 29452 2
15370 19606 2
15400 39956 2
15435 29625 2
15547 29691 2
15568 37993 2
15614 23435 2
15725 20989 2
15775 28915 2
15788 39610 2
15808 35075 2
15828 25541 2
15851 44434 2
15857 22883 2
15861 41200 2
15893 26489 2
15992 42857 2
16013 34506 2
16015 24932 2
16028 19858 2
16042 41159 2
16101 33526 2
16127 36376 2
16178 39879 2
16211 32856 2
16306 28732 2
16363 32515 2
16386 28512 2
16400 20932 2
16477 25121 2
16579 25846 2
16591 35881 2
16603 44095 2
16605 40968 2
16736 17142 2
16772 28355 2
16776 45995 2
16836 45461 2
16896 25246 2
16899 35533 2
17023 41567 2
17052 28110 2
17086 32893 2
17105 36652 2
17138 24771 2
17206 19040 2
17217 22644 2
17249 33300 2
17288 24577 2
17349 44759 2
17373 46631 2
17382 32754 2
17391 39360 2
17398 23547 2
17423 31526 2
17466 22237 2
17531 30031 2
17598 49579 2
17663 24223 2
17667 27787 2
17695 40242 2
17750 21931 2
17821 35256 2
17828 18085 2
17868 31759 2
17904 19088 2
17942 18546 2
17954 23380 2
17993 41861 2
18067 19509 2
18087 41189 2
18104 31492 2
18212 47728 2
18300 31299 2
18384 22895 2
18478 25041 2
18486 48303 2
18508 31272 2
18517 48042 2
18605 30352 2
18609 24685 2
18618 46792 2
18649 28217 2
18736 46648 2
18853 45881 2
18893 19329 2
18903 43865 2
18925 40692 2
18950 19757 2
18975 40162 2
19008 32924 2
19028 20199 2
19051 30797 2
19160 25110 2
19170 19811 2
19234 32058 2
19254 26500 2
19263 46243 2
19274 32910 2
19278 31461 2
19281 41722 2
19283 20835 2
19317 26195 2
19388 49974 2
19491 26842 2
19578 36445 2
19615 24178 2
19644 29819 2
19738 23812 2
19750 49205 2
19850 38725 2
19865 42634 2
19871 23491 2
19964 24051 2
20043 20315 2
20070 47504 2
20098 40968 2
20125 49184 2
20128 23464 2
20130 43149 2
20372 20908 2
20415 36703 2
20457 32899 2
20549 28402 2
20610 49229 2
20661 21542 2
20723 42186 2
20781 27994 2
20828 24784 2
20859 48023 2
20887 30465 2
20890 44790 2
20900 44654 2
20917 43960 2
21109 23314 2
21165 26971 2
21214 33604 2
21281 22309 2
21326 36863 2
21334 26355 2
21350 21819 2
21475 38574 2
21537 45433 2
21537 46589 2
21542 32620 2
21568 28341 2
21610 30295 2
21643 42378 2
21676 23994 2
21726 38333 2
21798 46327 2
21835 21942 2
21843 29106 2
21888 25083 2
21913 40674 2
22067 43566 2
22093 49462 2
22180 39970 2
22194 42409 2
22276 32725 2
22286 39119 2
22294 33991 2
22331 38520 2
22335 40934 2
22423 29232 2
22436 34780 2
22503 28897 2
22526 29693 2
22533 29536 2
22693 35870 2
22745 49474 2
22769 49815 2
22858 46212 2
22891 44090 2
22998 25371 2
23123 30908 2
23179 35822 2
23193 27865 2
23232 36444 2
23269 28146 2
23368 37474 2
